"date","round","home","away","home_score","away_score"
2017-04-08,28,"Górnik Łęczna","Wisła Płock",2,3
2017-04-08,28,"Pogoń Szczecin","Arka Gdynia",5,1
2017-04-09,28,"Piast Gliwice","Lechia Gdańsk",1,1
2017-04-09,28,"Lech Poznań","Legia Warszawa",1,2
2017-04-15,29,"Ruch Chorzów","Pogoń Szczecin",1,2
2017-04-17,29,"Wisła Kraków","Zagłębie Lubin",1,0
2017-04-15,29,"Wisła Płock","Lech Poznań",0,3
2017-04-15,29,"Śląsk Wrocław","Górnik Łęczna",2,2
2017-04-15,29,"Jagiellonia Białystok","Cracovia",0,0
2017-04-17,29,"Lechia Gdańsk","Arka Gdynia",2,1
2017-04-17,29,"Bruk-Bet Termalica Nieciecza","Piast Gliwice",1,0
2017-04-17,29,"Legia Warszawa","Korona Kielce",0,0
2017-04-22,30,"Zagłębie Lubin","Śląsk Wrocław",1,1
2017-04-22,30,"Lech Poznań","Ruch Chorzów",3,0
2017-04-22,30,"Górnik Łęczna","Wisła Kraków",3,1
2017-04-22,30,"Korona Kielce","Bruk-Bet Termalica Nieciecza",0,1
2017-04-22,30,"Piast Gliwice","Jagiellonia Białystok",0,1
2017-04-22,30,"Arka Gdynia","Wisła Płock",1,1
2017-04-22,30,"Cracovia","Legia Warszawa",1,2
2017-04-22,30,"Pogoń Szczecin","Lechia Gdańsk",3,1
2017-04-30,31,"Jagiellonia Białystok","Pogoń Szczecin",1,0
2017-04-30,31,"Legia Warszawa","Wisła Kraków",1,1
2017-04-28,31,"Lech Poznań","Korona Kielce",3,2
2017-04-29,31,"Lechia Gdańsk","Bruk-Bet Termalica Nieciecza",2,0
2017-04-29,31,"Wisła Płock","Ruch Chorzów",1,1
2017-05-01,31,"Zagłębie Lubin","Cracovia",2,2
2017-04-29,31,"Śląsk Wrocław","Górnik Łęczna",0,2
2017-04-28,31,"Arka Gdynia","Piast Gliwice",1,1
2017-05-05,32,"Korona Kielce","Jagiellonia Białystok",1,1
2017-05-06,32,"Wisła Kraków","Lechia Gdańsk",0,1
2017-05-07,32,"Pogoń Szczecin","Legia Warszawa",0,2
2017-05-07,32,"Bruk-Bet Termalica Nieciecza","Lech Poznań",0,3
2017-05-06,32,"Górnik Łęczna","Wisła Płock",2,3
2017-05-08,32,"Cracovia","Arka Gdynia",2,0
2017-05-05,32,"Ruch Chorzów","Zagłębie Lubin",1,1
2017-05-06,32,"Piast Gliwice","Śląsk Wrocław",2,0
2017-05-13,33,"Jagiellonia Białystok","Wisła Kraków",2,0
2017-05-14,33,"Lechia Gdańsk","Korona Kielce",0,0
2017-05-14,33,"Legia Warszawa","Bruk-Bet Termalica Nieciecza",6,0
2017-05-14,33,"Lech Poznań","Pogoń Szczecin",2,0
2017-05-13,33,"Wisła Płock","Cracovia",1,1
2017-05-12,33,"Arka Gdynia","Górnik Łęczna",1,0
2017-05-12,33,"Zagłębie Lubin","Piast Gliwice",3,1
2017-05-13,33,"Śląsk Wrocław","Ruch Chorzów",6,0
2017-05-17,34,"Lechia Gdańsk","Jagiellonia Białystok",4,0
2017-05-17,34,"Legia Warszawa","Lech Poznań",2,0
2017-05-17,34,"Pogoń Szczecin","Bruk-Bet Termalica Nieciecza",1,1
2017-05-17,34,"Korona Kielce","Wisła Kraków",3,2
2017-05-16,34,"Arka Gdynia","Wisła Płock",0,1
2017-05-16,34,"Zagłębie Lubin","Śląsk Wrocław",2,0
2017-05-16,34,"Ruch Chorzów","Piast Gliwice",0,3
2017-05-16,34,"Górnik Łęczna","Cracovia",3,0
2017-05-21,35,"Jagiellonia Białystok","Legia Warszawa",0,0
2017-05-21,35,"Lech Poznań","Lechia Gdańsk",0,0
2017-05-20,35,"Wisła Kraków","Pogoń Szczecin",4,0
2017-05-22,35,"Bruk-Bet Termalica Nieciecza","Korona Kielce",0,2
2017-05-20,35,"Wisła Płock","Zagłębie Lubin",1,2
2017-05-19,35,"Śląsk Wrocław","Arka Gdynia",4,1
2017-05-19,35,"Cracovia","Ruch Chorzów",2,0
2017-05-20,35,"Piast Gliwice","Górnik Łęczna",2,1
2017-05-28,36,"Bruk-Bet Termalica Nieciecza","Jagiellonia Białystok",1,2
2017-05-28,36,"Lech Poznań","Wisła Kraków",2,1
2017-05-28,36,"Korona Kielce","Legia Warszawa",0,1
2017-05-28,36,"Lechia Gdańsk","Pogoń Szczecin",4,0
2017-05-27,36,"Piast Gliwice","Wisła Płock",4,0
2017-05-27,36,"Śląsk Wrocław","Cracovia",2,0
2017-05-27,36,"Górnik Łęczna","Zagłębie Lubin",1,3
2017-05-27,36,"Arka Gdynia","Ruch Chorzów",1,1
2017-06-04,37,"Jagiellonia Białystok","Lech Poznań",2,2
2017-06-04,37,"Wisła Kraków","Bruk-Bet Termalica Nieciecza",1,2
2017-06-04,37,"Legia Warszawa","Lechia Gdańsk",0,0
2017-06-04,37,"Pogoń Szczecin","Korona Kielce",3,0
2017-06-02,37,"Wisła Płock","Śląsk Wrocław",0,3
2017-06-02,37,"Cracovia","Piast Gliwice",0,1
2017-06-02,37,"Zagłębie Lubin","Arka Gdynia",1,3
2017-06-02,37,"Ruch Chorzów","Górnik Łęczna",2,2
